topic_id,certification,exam,section,objective,topic,duration,question_targets
SY0-701-082,CompTIA Security+,SY0-701,Section 4: Security Operations,4.3 – Vulnerability Management,Vulnerability Scanning,7:45,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-083,CompTIA Security+,SY0-701,Section 4: Security Operations,4.3 – Vulnerability Management,Threat Intelligence,4:46,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-084,CompTIA Security+,SY0-701,Section 4: Security Operations,4.3 – Vulnerability Management,Penetration Testing,6:21,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-085,CompTIA Security+,SY0-701,Section 4: Security Operations,4.3 – Vulnerability Management,Analyzing Vulnerabilities,10:29,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-086,CompTIA Security+,SY0-701,Section 4: Security Operations,4.3 – Vulnerability Management,Vulnerability Remediation,8:45,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-087,CompTIA Security+,SY0-701,Section 4: Security Operations,4.4 – Security Monitoring,Security Monitoring,10:27,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-088,CompTIA Security+,SY0-701,Section 4: Security Operations,4.4 – Security Monitoring,Security Tools,14:06,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-089,CompTIA Security+,SY0-701,Section 4: Security Operations,4.5 – Enterprise Security,Firewalls,11:31,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-090,CompTIA Security+,SY0-701,Section 4: Security Operations,4.5 – Enterprise Security,Web Filtering,10:00,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-091,CompTIA Security+,SY0-701,Section 4: Security Operations,4.5 – Enterprise Security,Operating System Security,3:22,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-092,CompTIA Security+,SY0-701,Section 4: Security Operations,4.5 – Enterprise Security,Secure Protocols,4:47,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-093,CompTIA Security+,SY0-701,Section 4: Security Operations,4.5 – Enterprise Security,Email Security,7:05,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-094,CompTIA Security+,SY0-701,Section 4: Security Operations,4.5 – Enterprise Security,Monitoring Data,7:25,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-095,CompTIA Security+,SY0-701,Section 4: Security Operations,4.5 – Enterprise Security,Endpoint Security,9:25,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-096,CompTIA Security+,SY0-701,Section 4: Security Operations,4.6 – Identity and Access Management,Identity and Access Management,12:46,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-097,CompTIA Security+,SY0-701,Section 4: Security Operations,4.6 – Identity and Access Management,Access Controls,7:49,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-098,CompTIA Security+,SY0-701,Section 4: Security Operations,4.6 – Identity and Access Management,Multifactor Authentication,4:29,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-099,CompTIA Security+,SY0-701,Section 4: Security Operations,4.6 – Identity and Access Management,Password Security,6:22,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-100,CompTIA Security+,SY0-701,Section 4: Security Operations,4.7 – Automation and Orchestration,Scripting and Automation,8:20,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-101,CompTIA Security+,SY0-701,Section 4: Security Operations,4.8 – Incident Response,Incident Response,9:14,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-102,CompTIA Security+,SY0-701,Section 4: Security Operations,4.8 – Incident Response,Incident Planning,6:50,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-103,CompTIA Security+,SY0-701,Section 4: Security Operations,4.8 – Incident Response,Digital Forensics,9:54,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-104,CompTIA Security+,SY0-701,Section 4: Security Operations,4.9 – Security Data Sources,Log Data,13:41,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-105,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.1 – Security Governance,Security Policies,11:02,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-106,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.1 – Security Governance,Security Standards,5:36,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-107,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.1 – Security Governance,Security Procedures,7:02,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-108,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.1 – Security Governance,Security Considerations,4:51,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-109,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.1 – Security Governance,Data Roles and Responsibilities,2:27,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-110,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.2 – Risk Management,Risk Management,3:30,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-111,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.2 – Risk Management,Risk Analysis,9:13,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-112,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.2 – Risk Management,Risk Management Strategies,3:12,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-113,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.2 – Risk Management,Business Impact Analysis,2:55,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-114,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.3 – Third-party Risk,Third-party Risk Assessment,11:36,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-115,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.3 – Third-party Risk,Agreement Types,5:19,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-116,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.4 – Security Compliance,Compliance,8:06,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-117,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.4 – Security Compliance,Privacy,5:21,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-118,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.5 – Audits and Assessments,Audits and Assessments,2:49,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-119,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.5 – Audits and Assessments,Penetration Tests,5:29,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-120,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.6 – Security Awareness,Security Awareness,6:45,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
SY0-701-121,CompTIA Security+,SY0-701,Section 5: Security Program Management and Oversight,5.6 – Security Awareness,User Training,4:31,"{""minimum_count"": 3, ""difficulty_mix"": {""hard"": 2, ""expert"": 1}, ""formats"": [""scenario_single_best_answer"", ""choose_two"", ""ordering_or_next_best_step"", ""command_output_interpretation""]}"
